ORDER_ID,CUSTOMER_ID,BOOKING_DATE,TRAVEL_FROM,BASE_LOCATION,TRAVEL_TO,TRAVEL_BASE_LOCATION,CUSTOMER_BASE_LOCATION,NO_OF_TRAVELLERS,FLIGHT_NAME,FLIGHT_FARE,DISCOUNT_RATE,TOTAL_FARE_AFTER_DISCOUNT,TOTAL_FARE_PAID,PAYMENT_MODE
5222,AJ-10795 ,06-01-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Mumbai ,1,Air India Express ,5194,0.1,4675,4675,CITI CC
5266,KH-16690 ,20-01-2019,Imphal International Airport – IMF ,Imphal ,Jaipur International Airport – JAI ,Jaipur ,Kochi ,1,Air India Express ,3679,0.07,3421,3421,ICICI CC
5271,ME-18010 ,23-03-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Kempegowda International Airport – BLR ,Bangalore ,Bangalore ,1,Air India Express ,2896,0.07,2693,2693,HDFC NET BANKING
5274,MC-7590 ,15-02-2019,Indira Gandhi International Airport – DEL ,Delhi ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Goa ,3,Air India Express ,3633,0,3633,10899,HDFC CC
5371,AD-10180 ,08-03-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Mangalore International Airport – IXE ,Mangalore ,Chandigarh ,1,Air India Express ,3518,0.04,3377,3377,ICICI CC
5537,RD-9720 ,27-02-2019,Kempegowda International Airport – BLR ,Bangalore ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Delhi ,1,Air India Express ,3925,0,3925,3925,HDFC NET BANKING
5575,ME-8010 ,21-01-2019,Jaipur International Airport – JAI ,Jaipur ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Ahmedabad ,1,Air India Express ,3294,0.1,2965,2965,ICICI NET BANKING
5586,SC-10770 ,01-02-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Calicut ,1,Air India Express ,3407,0.01,3373,3373,SBI CC
5589,CK-2205 ,12-02-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Kempegowda International Airport – BLR ,Bangalore ,Thiruvananthapuram ,3,Air India Express ,3299,0.08,3035,9105,IDBI NET BANKING
5628,KC-16675 ,27-01-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Cochin International Airport – COK  ,Kochi ,Hyderabad ,3,Air India Express ,4136,0.04,3971,11912,CITI CC
5647,LC-6930 ,03-03-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Kempegowda International Airport – BLR ,Bangalore ,Coimbatore ,1,Air India Express ,4930,0.03,4782,4782,CITI CC
5651,JH-5820 ,20-01-2019,Pune Airport – PNQ ,Pune ,Cochin International Airport – COK  ,Kochi ,Jaipur ,3,Air India Express ,5559,0.08,5114,15343,SBI NET BANKING
5681,SC-10230 ,23-02-2019,Jaipur International Airport – JAI ,Jaipur ,Indira Gandhi International Airport – DEL ,Delhi ,Delhi ,1,Air India Express ,2903,0.09,2642,2642,IDBI NET BANKING
5695,DK-2985 ,11-03-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Coimbatore International Airport – CJB ,Coimbatore ,Pune ,1,Air India Express ,8605,0,8605,8605,HDFC CC
5715,EJ-4155 ,03-01-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Siliguri ,3,Air India Express ,2902,0.08,2670,8010,AXIS NET BANKING
5758,PB-19210 ,18-01-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Jaipur International Airport – JAI ,Jaipur ,Calicut ,3,Air India Express ,8898,0.08,8186,24558,SBI CC
5763,PS-8970 ,26-01-2019,Dabolim Airport – GOI ,Goa ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Tiruchirappalli ,3,Air India Express ,4926,0.01,4877,14630,CITI CC
5764,AH-10075 ,09-03-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Indore ,2,Air India Express ,4013,0,4013,8026,IDBI NET BANKING
5795,DP-3105 ,20-01-2019,Calicut International Airport – CCJ ,Calicut ,Chennai International Airport – MAA ,Chennai ,Visakhapatnam ,1,Air India Express ,6993,0,6993,6993,SBI NET BANKING
5813,DP-13105 ,15-01-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Calicut ,1,Air India Express ,7955,0.09,7239,7239,HSBC CC
5889,PJ-19015 ,25-01-2019,Dabolim Airport – GOI ,Goa ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Madurai ,1,Air India Express ,3815,0,3815,3815,HDFC NET BANKING
5898,LC-6960 ,02-01-2019,Chennai International Airport – MAA ,Chennai ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Lucknow ,1,Air India Express ,9074,0.03,8802,8802,ICICI CC
5945,RP-19270 ,20-02-2019,Jaipur International Airport – JAI ,Jaipur ,Chandigarh International Airport – IXC ,Chandigarh ,Lucknow ,1,Air India Express ,3433,0.04,3296,3296,HSBC CC
5949,RA-19285 ,13-01-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Pune Airport – PNQ ,Pune ,Goa ,1,Air India Express ,4126,0.09,3755,3755,SBI CC
6012,AW-840 ,26-01-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Imphal International Airport – IMF ,Imphal ,Goa ,1,Air India Express ,3833,0.1,3450,3450,HSBC CC
6028,EC-4050 ,16-02-2019,Kannur International Airport – CNN ,Kannur ,Kempegowda International Airport – BLR ,Bangalore ,Jaipur ,1,Air India Express ,4268,0.06,4012,4012,AXIS CC
6068,AG-270 ,02-02-2019,Surat International Airport – STV ,Surat ,Chandigarh International Airport – IXC ,Chandigarh ,Madurai ,1,Air India Express ,7268,0.05,6905,6905,SBI NET BANKING
6075,RH-9600 ,09-02-2019,Surat International Airport – STV ,Surat ,Coimbatore International Airport – CJB ,Coimbatore ,Guwahati ,2,Air India Express ,6658,0.07,6192,12384,HDFC CC
6115,BD-1605 ,06-03-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Pune Airport – PNQ ,Pune ,Ahmedabad ,2,Air India Express ,4216,0.03,4090,8179,SBI NET BANKING
6147,GB-14530 ,08-03-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Dabolim Airport – GOI ,Goa ,Tiruchirappalli ,3,Air India Express ,4092,0.05,3887,11662,AXIS NET BANKING
6155,PG-18895 ,20-01-2019,Madurai Airport – IXM ,Madurai ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Indore ,1,Air India Express ,2690,0,2690,2690,ICICI CC
6174,DK-13375 ,06-01-2019,Kempegowda International Airport – BLR ,Bangalore ,Cochin International Airport – COK  ,Kochi ,Siliguri ,3,Air India Express ,3530,0.08,3248,9743,IDBI NET BANKING
6213,AS-135 ,26-03-2019,Jaipur International Airport – JAI ,Jaipur ,Chennai International Airport – MAA ,Chennai ,Kochi ,1,Air India Express ,3948,0.03,3830,3830,HDFC CC
6293,MO-7950 ,21-03-2019,Jaipur International Airport – JAI ,Jaipur ,Indira Gandhi International Airport – DEL ,Delhi ,Chandigarh ,2,Air India Express ,4967,0.01,4917,9835,HSBC CC
6333,ES-4080 ,18-03-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Srinagar ,1,Air India Express ,4859,0.01,4810,4810,ICICI NET BANKING
6334,TP-21415 ,11-01-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Coimbatore International Airport – CJB ,Coimbatore ,Thiruvananthapuram ,1,Air India Express ,2801,0.1,2521,2521,ICICI CC
6381,SP-20650 ,20-02-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Bagdogra International Airport – IXB ,Siliguri ,Pune ,3,Air India Express ,7247,0.1,6522,19567,AXIS NET BANKING
6392,MG-7680 ,02-03-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Pune Airport – PNQ ,Pune ,Kochi ,1,Air India Express ,2871,0.05,2727,2727,SBI CC
6411,MO-17500 ,08-03-2019,Jaipur International Airport – JAI ,Jaipur ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Siliguri ,1,Air India Express ,4343,0.08,3996,3996,HDFC CC
6495,RS-19420 ,25-02-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Madurai Airport – IXM ,Madurai ,Varanasi ,1,Air India Express ,3435,0,3435,3435,HDFC CC
6547,MK-7905 ,13-03-2019,Mangalore International Airport – IXE ,Mangalore ,Jay Prakash Narayan International Airport – PAT ,Patna ,Hyderabad ,1,Air India Express ,9980,0,9980,9980,HSBC CC
6565,EB-4110 ,12-03-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Madurai Airport – IXM ,Madurai ,Indore ,1,Air India Express ,5281,0,5281,5281,ICICI CC
6591,EA-14035 ,13-03-2019,Calicut International Airport – CCJ ,Calicut ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Amritsar ,1,Air India Express ,4871,0.07,4530,4530,SBI CC
6597,PS-9045 ,09-01-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Surat International Airport – STV ,Surat ,Thiruvananthapuram ,1,Air India Express ,2745,0.03,2663,2663,CITI CC
6605,MM-8055 ,05-02-2019,Bagdogra International Airport – IXB ,Siliguri ,Chennai International Airport – MAA ,Chennai ,Guwahati ,1,Air India Express ,5221,0.09,4751,4751,SBI NET BANKING
6684,MJ-17740 ,15-03-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Mangalore International Airport – IXE ,Mangalore ,Bhubaneswar ,1,Air India Express ,8024,0.08,7382,7382,CITI CC
6696,JF-5415 ,12-02-2019,Pune Airport – PNQ ,Pune ,Imphal International Airport – IMF ,Imphal ,Chandigarh ,1,Air India Express ,4031,0.02,3950,3950,ICICI CC
6705,MV-7485 ,08-03-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Calicut International Airport – CCJ ,Calicut ,Varanasi ,1,Air India Express ,3599,0,3599,3599,HDFC NET BANKING
6708,TB-21175 ,05-03-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Imphal International Airport – IMF ,Imphal ,Calicut ,1,Air India Express ,4870,0,4870,4870,SBI CC
6780,BB-11545 ,01-01-2019,Jaipur International Airport – JAI ,Jaipur ,Jay Prakash Narayan International Airport – PAT ,Patna ,Bhubaneswar ,3,Air India Express ,3342,0,3342,10026,HSBC CC
6848,MH-18025 ,06-03-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Chandigarh International Airport – IXC ,Chandigarh ,Imphal ,3,Air India Express ,2592,0,2592,7776,CITI CC
6866,AS-90 ,23-01-2019,Mangalore International Airport – IXE ,Mangalore ,Dabolim Airport – GOI ,Goa ,Thiruvananthapuram ,1,Air India Express ,3045,0.01,3015,3015,KOTAK NET BANKING
6880,RH-9495 ,10-01-2019,Mangalore International Airport – IXE ,Mangalore ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Siliguri ,1,Air India Express ,3354,0,3354,3354,HDFC CC
6921,SC-10440 ,18-02-2019,Cochin International Airport – COK  ,Kochi ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Varanasi ,3,Air India Express ,2664,0.09,2424,7273,SBI CC
6954,AS-285 ,23-03-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Bagdogra International Airport – IXB ,Siliguri ,Tiruchirappalli ,1,Air India Express ,2943,0,2943,2943,CITI CC
6972,VP-21730 ,14-01-2019,Kannur International Airport – CNN ,Kannur ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Siliguri ,3,Air India Express ,3846,0.1,3461,10384,KOTAK CC
6981,JO-5280 ,10-02-2019,Chennai International Airport – MAA ,Chennai ,Calicut International Airport – CCJ ,Calicut ,Siliguri ,1,Air India Express ,2584,0.05,2455,2455,ICICI CC
7241,CC-12475 ,14-01-2019,Indira Gandhi International Airport – DEL ,Delhi ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Amritsar ,6,Air India Express ,2873,0.03,2787,16721,ICICI CC
7280,TC-10980 ,05-02-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Pune Airport – PNQ ,Pune ,Delhi ,1,Air India Express ,2611,0.09,2376,2376,SBI NET BANKING
7295,BG-1695 ,26-01-2019,Mangalore International Airport – IXE ,Mangalore ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Kannur ,3,Air India Express ,4575,0.1,4118,12353,CITI CC
7379,JD-6150 ,16-03-2019,Cochin International Airport – COK  ,Kochi ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Amritsar ,1,Air India Express ,4753,0.05,4515,4515,ICICI CC
7453,DJ-3630 ,07-02-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Ahmedabad ,4,Air India Express ,4026,0.09,3664,14655,ICICI CC
7519,MY-7380 ,27-03-2019,Chennai International Airport – MAA ,Chennai ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Srinagar ,1,Air India Express ,4891,0,4891,4891,HDFC NET BANKING
7521,CG-12520 ,12-02-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Mangalore International Airport – IXE ,Mangalore ,Hyderabad ,1,Air India Express ,4079,0,4079,4079,ICICI NET BANKING
7559,MP-7470 ,18-01-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Chennai ,4,Air India Express ,7768,0.06,7302,29208,IDBI NET BANKING
7572,AA-645 ,15-01-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Guwahati ,1,Air India Express ,9112,0,9112,9112,HSBC CC
7641,MC-17845 ,06-02-2019,Chandigarh International Airport – IXC ,Chandigarh ,Jay Prakash Narayan International Airport – PAT ,Patna ,Goa ,4,Air India Express ,3762,0.01,3724,14898,ICICI CC
7673,CK-12325 ,28-02-2019,Calicut International Airport – CCJ ,Calicut ,Pune Airport – PNQ ,Pune ,Amritsar ,1,Air India Express ,4351,0.09,3959,3959,HDFC CC
7695,ST-20530 ,14-02-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Indira Gandhi International Airport – DEL ,Delhi ,Srinagar ,1,Air India Express ,3539,0.03,3433,3433,CITI CC
7744,TG-11640 ,05-02-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Imphal International Airport – IMF ,Imphal ,Chandigarh ,1,Air India Express ,3913,0.03,3796,3796,HDFC CC
48,ED-13885 ,07-02-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Chennai ,3,AirAsia India ,8955,0.02,8776,26328,SBI NET BANKING
123,JO-15145 ,21-01-2019,Madurai Airport – IXM ,Madurai ,Bagdogra International Airport – IXB ,Siliguri ,Patna ,1,AirAsia India ,2660,0.08,2447,2447,AXIS NET BANKING
154,TT-21220 ,02-02-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Guwahati ,1,AirAsia India ,2696,0,2696,2696,ICICI CC
173,MD-7860 ,05-03-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Madurai Airport – IXM ,Madurai ,Kochi ,1,AirAsia India ,2923,0.03,2835,2835,IDBI NET BANKING
200,LS-6975 ,07-02-2019,Chandigarh International Airport – IXC ,Chandigarh ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Jaipur ,3,AirAsia India ,3958,0.02,3879,11637,AXIS NET BANKING
212,PK-19075 ,15-03-2019,Kempegowda International Airport – BLR ,Bangalore ,Pune Airport – PNQ ,Pune ,Surat ,1,AirAsia India ,4313,0.03,4184,4184,KOTAK NET BANKING
255,VB-11745 ,21-02-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Calicut International Airport – CCJ ,Calicut ,Siliguri ,1,AirAsia India ,3878,0,3878,3878,SBI NET BANKING
289,NP-18700 ,18-02-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Chandigarh International Airport – IXC ,Chandigarh ,Calicut ,1,AirAsia India ,3242,0.1,2918,2918,HDFC CC
294,TM-21490 ,21-01-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Chennai ,1,AirAsia India ,7609,0.08,7000,7000,SBI NET BANKING
324,DB-3210 ,06-03-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Dabolim Airport – GOI ,Goa ,Goa ,1,AirAsia India ,2702,0.02,2648,2648,CITI CC
338,JM-15655 ,10-01-2019,Indira Gandhi International Airport – DEL ,Delhi ,Bagdogra International Airport – IXB ,Siliguri ,Imphal ,1,AirAsia India ,4976,0.09,4528,4528,ICICI CC
346,RW-19630 ,18-01-2019,Coimbatore International Airport – CJB ,Coimbatore ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Pune ,3,AirAsia India ,3225,0,3225,9675,ICICI NET BANKING
362,TS-21160 ,24-01-2019,Kempegowda International Airport – BLR ,Bangalore ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Chandigarh ,1,AirAsia India ,4691,0.08,4316,4316,HDFC CC
380,MG-17695 ,15-01-2019,Chennai International Airport – MAA ,Chennai ,Surat International Airport – STV ,Surat ,Chennai ,1,AirAsia India ,3430,0.02,3361,3361,ICICI CC
392,JO-15280 ,18-01-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Nagpur ,1,AirAsia India ,4480,0.02,4390,4390,HSBC CC
429,PL-8925 ,24-01-2019,Imphal International Airport – IMF ,Imphal ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Bhubaneswar ,1,AirAsia India ,2846,0,2846,2846,IDBI NET BANKING
430,SC-20800 ,03-02-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Chandigarh International Airport – IXC ,Chandigarh ,Mumbai ,1,AirAsia India ,4071,0.06,3827,3827,IDBI NET BANKING
560,TB-11595 ,09-03-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Imphal International Airport – IMF ,Imphal ,Imphal ,1,AirAsia India ,3015,0.07,2804,2804,KOTAK NET BANKING
641,BM-1650 ,05-01-2019,Calicut International Airport – CCJ ,Calicut ,Bagdogra International Airport – IXB ,Siliguri ,Indore ,3,AirAsia India ,4389,0,4389,13167,IDBI NET BANKING
673,EH-14125 ,10-03-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Kempegowda International Airport – BLR ,Bangalore ,Jaipur ,2,AirAsia India ,3984,0.04,3825,7649,ICICI CC
706,NS-8505 ,04-01-2019,Mangalore International Airport – IXE ,Mangalore ,Jaipur International Airport – JAI ,Jaipur ,Visakhapatnam ,1,AirAsia India ,5755,0.04,5525,5525,AXIS CC
771,SN-10560 ,10-02-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Amritsar ,1,AirAsia India ,4565,0.04,4382,4382,SBI CC
800,CM-2160 ,26-01-2019,Madurai Airport – IXM ,Madurai ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Pune ,1,AirAsia India ,2597,0.1,2337,2337,IDBI NET BANKING
828,JK-5625 ,12-03-2019,Chennai International Airport – MAA ,Chennai ,Pune Airport – PNQ ,Pune ,Chennai ,3,AirAsia India ,3588,0,3588,10764,HSBC CC
846,YS-11880 ,13-01-2019,Bagdogra International Airport – IXB ,Siliguri ,Jaipur International Airport – JAI ,Jaipur ,Srinagar ,1,AirAsia India ,3103,0,3103,3103,AXIS NET BANKING
887,SA-10830 ,26-01-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Bagdogra International Airport – IXB ,Siliguri ,Lucknow ,1,AirAsia India ,2817,0,2817,2817,IDBI NET BANKING
976,JR-5700 ,01-02-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Mangalore International Airport – IXE ,Mangalore ,Chennai ,1,AirAsia India ,2944,0.1,2650,2650,CITI CC
1031,RH-19555 ,10-03-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Bagdogra International Airport – IXB ,Siliguri ,Bangalore ,1,AirAsia India ,4785,0.07,4450,4450,SBI NET BANKING
1047,AJ-960 ,24-03-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Coimbatore International Airport – CJB ,Coimbatore ,Goa ,1,AirAsia India ,2754,0.01,2726,2726,SBI CC
1175,LC-6960 ,09-03-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Chandigarh International Airport – IXC ,Chandigarh ,Lucknow ,1,AirAsia India ,3818,0,3818,3818,ICICI CC
1178,TB-11625 ,06-01-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Jaipur International Airport – JAI ,Jaipur ,Bangalore ,1,AirAsia India ,3192,0.03,3096,3096,HSBC CC
1201,HH-5010 ,05-01-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Imphal International Airport – IMF ,Imphal ,Delhi ,1,AirAsia India ,7113,0.02,6971,6971,CITI CC
1203,DK-3375 ,09-01-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Jay Prakash Narayan International Airport – PAT ,Patna ,Kannur ,1,AirAsia India ,4325,0.08,3979,3979,CITI CC
1242,TC-10980 ,20-02-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Delhi ,3,AirAsia India ,3218,0,3218,9654,SBI NET BANKING
1280,HG-14845 ,10-01-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Calicut International Airport – CCJ ,Calicut ,Ahmedabad ,1,AirAsia India ,3116,0.03,3023,3023,SBI CC
1290,SU-20665 ,21-01-2019,Bagdogra International Airport – IXB ,Siliguri ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Varanasi ,1,AirAsia India ,5070,0.09,4614,4614,ICICI CC
1347,PK-9075 ,02-01-2019,Jaipur International Airport – JAI ,Jaipur ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Coimbatore ,5,AirAsia India ,3950,0.06,3713,18565,HDFC CC
1378,NH-8610 ,22-02-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Coimbatore ,1,AirAsia India ,3305,0,3305,3305,CITI CC
1420,JD-15895 ,01-02-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Bagdogra International Airport – IXB ,Siliguri ,Jaipur ,3,AirAsia India ,2590,0,2590,7770,SBI CC
1427,HW-4935 ,24-01-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Pune ,1,AirAsia India ,2692,0,2692,2692,CITI CC
1441,NB-8655 ,02-02-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Surat ,1,AirAsia India ,6491,0,6491,6491,ICICI NET BANKING
1451,ED-13885 ,01-03-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Chennai ,1,AirAsia India ,5192,0.02,5088,5088,SBI NET BANKING
1462,LS-7200 ,06-03-2019,Bagdogra International Airport – IXB ,Siliguri ,Mangalore International Airport – IXE ,Mangalore ,Jaipur ,1,AirAsia India ,3629,0.07,3375,3375,SBI NET BANKING
1504,LC-16870 ,26-01-2019,Indira Gandhi International Airport – DEL ,Delhi ,Jaipur International Airport – JAI ,Jaipur ,Chandigarh ,1,AirAsia India ,3737,0.08,3438,3438,SBI CC
1539,EH-3765 ,25-02-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Calicut ,1,AirAsia India ,3626,0,3626,3626,ICICI CC
1566,FO-4305 ,02-03-2019,Madurai Airport – IXM ,Madurai ,Kannur International Airport – CNN ,Kannur ,Mangalore ,5,AirAsia India ,3555,0,3555,17775,CITI CC
1572,DW-13540 ,04-03-2019,Cochin International Airport – COK  ,Kochi ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Ahmedabad ,3,AirAsia India ,3179,0.08,2925,8774,CITI CC
1588,CB-12535 ,05-01-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Ahmedabad ,4,AirAsia India ,7689,0.06,7228,28911,HSBC CC
1593,SS-20590 ,21-02-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Calicut International Airport – CCJ ,Calicut ,Kochi ,1,AirAsia India ,3930,0.03,3812,3812,CITI CC
1625,BS-11380 ,08-01-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Chennai International Airport – MAA ,Chennai ,Jaipur ,2,AirAsia India ,7214,0,7214,14428,ICICI CC
1643,JF-15415 ,26-01-2019,Madurai Airport – IXM ,Madurai ,Surat International Airport – STV ,Surat ,Calicut ,1,AirAsia India ,2638,0,2638,2638,HDFC NET BANKING
1655,JD-15895 ,10-01-2019,Kempegowda International Airport – BLR ,Bangalore ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Jaipur ,1,AirAsia India ,5333,0.04,5120,5120,SBI CC
1662,NW-18400 ,14-01-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Bhubaneswar ,4,AirAsia India ,6708,0.04,6440,25759,SBI CC
1703,MK-7905 ,13-02-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Hyderabad ,1,AirAsia India ,2971,0.1,2674,2674,HSBC CC
1769,CA-2310 ,17-02-2019,Chandigarh International Airport – IXC ,Chandigarh ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Varanasi ,2,AirAsia India ,3427,0,3427,6854,HDFC CC
1933,AC-10450 ,23-01-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Kannur International Airport – CNN ,Kannur ,Kolkata ,1,AirAsia India ,2772,0,2772,2772,HDFC CC
2117,DL-3330 ,28-01-2019,Indira Gandhi International Airport – DEL ,Delhi ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Calicut ,4,AirAsia India ,5281,0,5281,21124,SBI CC
2126,EH-13990 ,25-02-2019,Chandigarh International Airport – IXC ,Chandigarh ,Dabolim Airport – GOI ,Goa ,Kolkata ,2,AirAsia India ,3097,0,3097,6194,IDBI NET BANKING
2141,AT-435 ,06-03-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Madurai ,1,AirAsia India ,3786,0,3786,3786,AXIS NET BANKING
2175,KW-6570 ,20-01-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Kochi ,1,AirAsia India ,2908,0.06,2734,2734,KOTAK NET BANKING
