ORDER_ID,CUSTOMER_ID,BOOKING_DATE,TRAVEL_FROM,BASE_LOCATION,TRAVEL_TO,TRAVEL_BASE_LOCATION,CUSTOMER_BASE_LOCATION,NO_OF_TRAVELLERS,FLIGHT_NAME,FLIGHT_FARE,DISCOUNT_RATE,TOTAL_FARE_AFTER_DISCOUNT,TOTAL_FARE_PAID,PAYMENT_MODE
5335,GM-14440 ,10-08-2019,Imphal International Airport – IMF ,Imphal ,Jaipur International Airport – JAI ,Jaipur ,Kannur ,1,Air India Express ,3687,0.04,3540,3540,CITI CC
5360,SW-20275 ,03-09-2019,Mangalore International Airport – IXE ,Mangalore ,Surat International Airport – STV ,Surat ,Delhi ,1,Air India Express ,4490,0.09,4086,4086,HSBC CC
5370,SH-19975 ,02-09-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Srinagar ,1,Air India Express ,4236,0,4236,4236,ICICI CC
5406,BO-1425 ,24-07-2019,Kannur International Airport – CNN ,Kannur ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Visakhapatnam ,1,Air India Express ,4173,0,4173,4173,IDBI NET BANKING
5429,CC-2100 ,17-08-2019,Dabolim Airport – GOI ,Goa ,Jay Prakash Narayan International Airport – PAT ,Patna ,Madurai ,2,Air India Express ,7743,0,7743,15486,ICICI CC
5435,AB-10060 ,24-08-2019,Surat International Airport – STV ,Surat ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Jaipur ,1,Air India Express ,6688,0,6688,6688,AXIS CC
5447,TC-11535 ,20-07-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Chandigarh International Airport – IXC ,Chandigarh ,Visakhapatnam ,2,Air India Express ,3448,0,3448,6896,KOTAK NET BANKING
5454,TS-11205 ,03-08-2019,Cochin International Airport – COK  ,Kochi ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Delhi ,1,Air India Express ,4380,0.09,3986,3986,AXIS CC
5481,TW-11025 ,20-08-2019,Coimbatore International Airport – CJB ,Coimbatore ,Jay Prakash Narayan International Airport – PAT ,Patna ,Goa ,1,Air India Express ,4346,0.03,4216,4216,HDFC CC
5524,EB-4110 ,11-08-2019,Dabolim Airport – GOI ,Goa ,Kannur International Airport – CNN ,Kannur ,Indore ,1,Air India Express ,3526,0,3526,3526,ICICI CC
5531,LW-7125 ,25-07-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Srinagar ,1,Air India Express ,4317,0.03,4187,4187,HDFC CC
5547,JG-5115 ,07-07-2019,Coimbatore International Airport – CJB ,Coimbatore ,Madurai Airport – IXM ,Madurai ,Ahmedabad ,3,Air India Express ,4235,0.03,4108,12324,HSBC CC
5574,CJ-2010 ,16-09-2019,Chandigarh International Airport – IXC ,Chandigarh ,Cochin International Airport – COK  ,Kochi ,Srinagar ,1,Air India Express ,2733,0.08,2514,2514,CITI CC
5601,AS-10240 ,08-09-2019,Dabolim Airport – GOI ,Goa ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Patna ,3,Air India Express ,2674,0.07,2487,7460,HSBC CC
5613,EN-13780 ,13-09-2019,Bagdogra International Airport – IXB ,Siliguri ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Amritsar ,2,Air India Express ,4330,0.05,4114,8227,ICICI CC
5650,EB-13750 ,24-07-2019,Pune Airport – PNQ ,Pune ,Madurai Airport – IXM ,Madurai ,Surat ,5,Air India Express ,8572,0,8572,42860,HDFC NET BANKING
5753,AA-10315 ,14-09-2019,Coimbatore International Airport – CJB ,Coimbatore ,Calicut International Airport – CCJ ,Calicut ,Patna ,3,Air India Express ,3289,0,3289,9867,HDFC NET BANKING
5786,JC-5385 ,27-08-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Bagdogra International Airport – IXB ,Siliguri ,Delhi ,1,Air India Express ,3724,0.02,3650,3650,ICICI CC
5800,JG-15115 ,17-07-2019,Kannur International Airport – CNN ,Kannur ,Jaipur International Airport – JAI ,Jaipur ,Chandigarh ,1,Air India Express ,8449,0.1,7604,7604,CITI CC
5810,MJ-7740 ,21-07-2019,Chennai International Airport – MAA ,Chennai ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Calicut ,1,Air India Express ,6152,0,6152,6152,ICICI CC
5814,BW-1110 ,16-07-2019,Dabolim Airport – GOI ,Goa ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Ahmedabad ,1,Air India Express ,4021,0.08,3699,3699,SBI NET BANKING
5817,HR-4770 ,24-09-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Delhi ,3,Air India Express ,5076,0.01,5025,15076,CITI CC
5854,SC-20725 ,12-08-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Pune ,2,Air India Express ,3573,0.03,3466,6932,CITI CC
5957,IL-5100 ,11-09-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Mumbai ,1,Air India Express ,4030,0.1,3627,3627,ICICI NET BANKING
5987,AC-660 ,14-08-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Chandigarh International Airport – IXC ,Chandigarh ,Pune ,1,Air India Express ,3526,0.05,3350,3350,CITI CC
6024,MS-17530 ,13-07-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Kempegowda International Airport – BLR ,Bangalore ,Chennai ,2,Air India Express ,4161,0,4161,8322,HDFC NET BANKING
6040,SS-20140 ,24-09-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Bagdogra International Airport – IXB ,Siliguri ,Mangalore ,1,Air India Express ,4438,0,4438,4438,SBI NET BANKING
6043,MW-18235 ,26-07-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Kochi ,1,Air India Express ,3791,0.04,3639,3639,HDFC CC
6049,BP-11050 ,02-09-2019,Bagdogra International Airport – IXB ,Siliguri ,Calicut International Airport – CCJ ,Calicut ,Chennai ,1,Air India Express ,4310,0.04,4138,4138,CITI CC
6067,VT-11700 ,12-07-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Chennai International Airport – MAA ,Chennai ,Indore ,3,Air India Express ,3159,0.02,3096,9287,SBI CC
6083,LC-17050 ,17-08-2019,Cochin International Airport – COK  ,Kochi ,Jaipur International Airport – JAI ,Jaipur ,Srinagar ,3,Air India Express ,4952,0.02,4853,14559,AXIS NET BANKING
6125,TP-21415 ,12-09-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Thiruvananthapuram ,1,Air India Express ,4437,0.09,4038,4038,ICICI CC
6197,CA-1965 ,27-08-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Calicut ,3,Air India Express ,3448,0,3448,10344,CITI CC
6201,CR-12580 ,06-07-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Amritsar ,1,Air India Express ,4512,0.06,4241,4241,IDBI NET BANKING
6206,CM-11815 ,03-07-2019,Bagdogra International Airport – IXB ,Siliguri ,Surat International Airport – STV ,Surat ,Pune ,1,Air India Express ,6668,0.05,6335,6335,CITI CC
6225,AR-10345 ,07-07-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Coimbatore International Airport – CJB ,Coimbatore ,Thiruvananthapuram ,5,Air India Express ,4078,0,4078,20390,ICICI CC
6227,LW-6990 ,16-08-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Calicut International Airport – CCJ ,Calicut ,Thiruvananthapuram ,1,Air India Express ,7239,0,7239,7239,CITI CC
6230,VS-21820 ,18-08-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Jay Prakash Narayan International Airport – PAT ,Patna ,Nagpur ,1,Air India Express ,4992,0.1,4493,4493,HDFC CC
6240,DL-13495 ,25-08-2019,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Imphal ,1,Air India Express ,3754,0.1,3379,3379,IDBI NET BANKING
6242,SF-10200 ,05-08-2019,Kannur International Airport – CNN ,Kannur ,Chennai International Airport – MAA ,Chennai ,Guwahati ,1,Air India Express ,3788,0.03,3674,3674,HDFC CC
6248,BW-11110 ,11-08-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Kannur ,1,Air India Express ,3959,0.06,3721,3721,IDBI NET BANKING
6254,SN-10710 ,28-09-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Visakhapatnam ,1,Air India Express ,3841,0,3841,3841,SBI CC
6268,RE-19450 ,12-08-2019,Chandigarh International Airport – IXC ,Chandigarh ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Delhi ,1,Air India Express ,3903,0.05,3708,3708,AXIS CC
6291,FC-14245 ,04-08-2019,Imphal International Airport – IMF ,Imphal ,Bagdogra International Airport – IXB ,Siliguri ,Imphal ,1,Air India Express ,2543,0,2543,2543,KOTAK NET BANKING
6301,CL-2700 ,05-09-2019,Coimbatore International Airport – CJB ,Coimbatore ,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Delhi ,1,Air India Express ,3343,0,3343,3343,CITI CC
6302,TB-11400 ,13-08-2019,Chennai International Airport – MAA ,Chennai ,Dabolim Airport – GOI ,Goa ,Visakhapatnam ,3,Air India Express ,8520,0,8520,25560,HDFC CC
6306,LW-17215 ,15-09-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Bagdogra International Airport – IXB ,Siliguri ,Delhi ,2,Air India Express ,3564,0,3564,7128,HDFC NET BANKING
6362,BS-11755 ,22-07-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Pune Airport – PNQ ,Pune ,Tiruchirappalli ,3,Air India Express ,5300,0,5300,15900,CITI CC
6382,JK-15640 ,26-07-2019,Chennai International Airport – MAA ,Chennai ,Chandigarh International Airport – IXC ,Chandigarh ,Delhi ,1,Air India Express ,3121,0,3121,3121,SBI NET BANKING
6385,PV-8985 ,11-08-2019,Kannur International Airport – CNN ,Kannur ,Madurai Airport – IXM ,Madurai ,Delhi ,3,Air India Express ,4090,0.09,3722,11166,CITI CC
6409,TT-11070 ,25-09-2019,Jaipur International Airport – JAI ,Jaipur ,Jay Prakash Narayan International Airport – PAT ,Patna ,Varanasi ,1,Air India Express ,2544,0.08,2340,2340,AXIS NET BANKING
6508,JM-5535 ,03-09-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Siliguri ,2,Air India Express ,3992,0,3992,7984,ICICI CC
6521,EM-3825 ,20-07-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Kolkata ,3,Air India Express ,3755,0.04,3605,10814,CITI CC
6531,EJ-4155 ,02-09-2019,Chandigarh International Airport – IXC ,Chandigarh ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Siliguri ,1,Air India Express ,2715,0.03,2634,2634,AXIS NET BANKING
6560,SC-10440 ,17-07-2019,Chennai International Airport – MAA ,Chennai ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Varanasi ,1,Air India Express ,3218,0.03,3121,3121,SBI CC
6588,BD-1770 ,19-07-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Nagpur ,3,Air India Express ,7851,0.04,7537,22611,AXIS CC
6600,JD-5895 ,17-07-2019,Jaipur International Airport – JAI ,Jaipur ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Chandigarh ,1,Air India Express ,4027,0,4027,4027,HSBC CC
6602,BG-11035 ,09-09-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Indore ,1,Air India Express ,4394,0.09,3999,3999,ICICI CC
6633,BP-1155 ,08-08-2019,Imphal International Airport – IMF ,Imphal ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Jaipur ,3,Air India Express ,3226,0.1,2903,8710,IDBI NET BANKING
6659,FW-14395 ,01-09-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Kolkata ,1,Air India Express ,9711,0.06,9128,9128,HSBC CC
6745,HM-4860 ,03-07-2019,Coimbatore International Airport – CJB ,Coimbatore ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Chandigarh ,1,Air India Express ,3234,0,3234,3234,CITI CC
6746,JG-5115 ,25-08-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Ahmedabad ,1,Air India Express ,4849,0,4849,4849,HSBC CC
6820,AH-120 ,16-09-2019,Surat International Airport – STV ,Surat ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Kolkata ,1,Air India Express ,3119,0.05,2963,2963,ICICI CC
6837,NF-8385 ,07-08-2019,Indira Gandhi International Airport – DEL ,Delhi ,Calicut International Airport – CCJ ,Calicut ,Delhi ,1,Air India Express ,3969,0.03,3850,3850,ICICI CC
6943,MT-7815 ,17-08-2019,Calicut International Airport – CCJ ,Calicut ,Coimbatore International Airport – CJB ,Coimbatore ,Coimbatore ,1,Air India Express ,7748,0.09,7051,7051,SBI CC
6990,KD-6345 ,20-08-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Mangalore International Airport – IXE ,Mangalore ,Siliguri ,1,Air India Express ,4325,0.06,4066,4066,CITI CC
6991,MG-7890 ,16-08-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Lucknow ,3,Air India Express ,4322,0.07,4019,12058,IDBI NET BANKING
7023,CG-2040 ,18-07-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Jaipur International Airport – JAI ,Jaipur ,Hyderabad ,3,Air India Express ,5476,0,5476,16428,ICICI NET BANKING
7085,TS-11610 ,15-08-2019,Mangalore International Airport – IXE ,Mangalore ,Chennai International Airport – MAA ,Chennai ,Pune ,1,Air India Express ,3905,0,3905,3905,CITI CC
7100,DD-13570 ,02-08-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Coimbatore ,3,Air India Express ,3699,0,3699,11097,ICICI CC
7121,SC-10845 ,27-08-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Cochin International Airport – COK  ,Kochi ,Coimbatore ,1,Air India Express ,5256,0.02,5151,5151,CITI CC
7125,BF-1080 ,22-07-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Coimbatore International Airport – CJB ,Coimbatore ,Visakhapatnam ,1,Air India Express ,8633,0.05,8201,8201,ICICI CC
7184,LR-16915 ,17-07-2019,Kempegowda International Airport – BLR ,Bangalore ,Dabolim Airport – GOI ,Goa ,Chennai ,1,Air India Express ,2893,0.05,2748,2748,HDFC CC
7204,CM-2160 ,12-07-2019,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Pune ,1,Air India Express ,2520,0.06,2369,2369,IDBI NET BANKING
7238,GG-4650 ,02-07-2019,Calicut International Airport – CCJ ,Calicut ,Mangalore International Airport – IXE ,Mangalore ,Varanasi ,4,Air India Express ,4183,0,4183,16732,KOTAK CC
7321,LT-7110 ,28-09-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Calicut International Airport – CCJ ,Calicut ,Kolkata ,1,Air India Express ,2568,0,2568,2568,ICICI CC
7355,TS-11205 ,02-07-2019,Kannur International Airport – CNN ,Kannur ,Jaipur International Airport – JAI ,Jaipur ,Delhi ,3,Air India Express ,7105,0,7105,21315,AXIS CC
7369,NL-18310 ,10-08-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Chennai ,1,Air India Express ,3381,0,3381,3381,KOTAK CC
7445,DC-12850 ,05-08-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Patna ,1,Air India Express ,2913,0.01,2884,2884,CITI CC
7495,TS-11340 ,10-09-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Calicut International Airport – CCJ ,Calicut ,Kochi ,1,Air India Express ,2890,0.04,2774,2774,ICICI CC
7522,SW-10755 ,12-09-2019,Madurai Airport – IXM ,Madurai ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Madurai ,1,Air India Express ,3830,0.07,3562,3562,CITI CC
7530,ML-8040 ,11-08-2019,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Jay Prakash Narayan International Airport – PAT ,Patna ,Amritsar ,1,Air India Express ,2781,0.09,2531,2531,HDFC NET BANKING
7535,CM-2235 ,12-09-2019,Kannur International Airport – CNN ,Kannur ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Srinagar ,1,Air India Express ,4091,0.02,4009,4009,SBI NET BANKING
7538,FM-4380 ,15-09-2019,Indira Gandhi International Airport – DEL ,Delhi ,Chandigarh International Airport – IXC ,Chandigarh ,Surat ,3,Air India Express ,4183,0.08,3848,11545,ICICI CC
7554,CY-12745 ,24-08-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Bhubaneswar ,1,Air India Express ,3214,0.1,2893,2893,SBI CC
7595,CC-2550 ,03-08-2019,Pune Airport – PNQ ,Pune ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Thiruvananthapuram ,1,Air India Express ,4829,0.04,4636,4636,ICICI CC
7627,BW-11065 ,23-07-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Tiruchirappalli ,1,Air India Express ,5039,0.1,4535,4535,ICICI NET BANKING
7665,BM-1575 ,25-09-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Cochin International Airport – COK  ,Kochi ,Hyderabad ,1,Air India Express ,3629,0.1,3266,3266,HDFC CC
7742,HF-4995 ,23-07-2019,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Imphal International Airport – IMF ,Imphal ,Delhi ,1,Air India Express ,2699,0.02,2645,2645,SBI NET BANKING
7762,AO-10810 ,19-09-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Siliguri ,3,Air India Express ,4877,0.06,4584,13753,IDBI NET BANKING
13,VP-11730 ,26-08-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Varanasi ,1,AirAsia India ,5083,0.02,4981,4981,SBI CC
51,TH-21235 ,26-08-2019,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Tiruchirappalli International Airport – TRZ ,Tiruchirappalli ,Kochi ,1,AirAsia India ,3525,0.02,3455,3455,SBI NET BANKING
52,LR-7035 ,14-07-2019,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Netaji Subhas Chandra Bose International Airport – CCU ,Kolkata ,Guwahati ,1,AirAsia India ,8271,0,8271,8271,HDFC NET BANKING
76,DP-13390 ,20-09-2019,Calicut International Airport – CCJ ,Calicut ,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Madurai ,1,AirAsia India ,3099,0,3099,3099,SBI CC
83,ND-8460 ,05-09-2019,Pune Airport – PNQ ,Pune ,Kempegowda International Airport – BLR ,Bangalore ,Thiruvananthapuram ,1,AirAsia India ,3881,0,3881,3881,AXIS NET BANKING
88,NP-8325 ,10-09-2019,Bagdogra International Airport – IXB ,Siliguri ,Cochin International Airport – COK  ,Kochi ,Guwahati ,6,AirAsia India ,2768,0,2768,16608,SBI NET BANKING
94,AJ-10945 ,21-09-2019,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Indore ,2,AirAsia India ,4413,0.03,4281,8561,SBI CC
96,PO-18865 ,11-07-2019,Coimbatore International Airport – CJB ,Coimbatore ,Kannur International Airport – CNN ,Kannur ,Siliguri ,1,AirAsia India ,2510,0,2510,2510,HDFC CC
100,MK-8160 ,13-09-2019,Mangalore International Airport – IXE ,Mangalore ,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Hyderabad ,1,AirAsia India ,4025,0.05,3824,3824,IDBI NET BANKING
105,BD-1500 ,06-09-2019,Chandigarh International Airport – IXC ,Chandigarh ,Dabolim Airport – GOI ,Goa ,Goa ,1,AirAsia India ,7597,0.04,7293,7293,AXIS CC
136,RB-9795 ,18-08-2019,Sardar Vallabhbhai Patel International Airport – AMD ,Ahmedabad ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Chennai ,1,AirAsia India ,2815,0.08,2590,2590,ICICI NET BANKING
149,DC-13285 ,07-07-2019,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Calicut International Airport – CCJ ,Calicut ,Kolkata ,1,AirAsia India ,2986,0,2986,2986,HDFC CC
166,TC-20980 ,02-08-2019,Jaipur International Airport – JAI ,Jaipur ,Lal Bahadur Shastri International Airport – VNS ,Varanasi ,Jaipur ,1,AirAsia India ,2778,0.08,2556,2556,ICICI NET BANKING
228,SM-20320 ,23-08-2019,Bagdogra International Airport – IXB ,Siliguri ,Kannur International Airport – CNN ,Kannur ,Bangalore ,1,AirAsia India ,2708,0.07,2518,2518,CITI CC
259,JL-15835 ,19-07-2019,Chennai International Airport – MAA ,Chennai ,Calicut International Airport – CCJ ,Calicut ,Bangalore ,3,AirAsia India ,7398,0.08,6806,20418,CITI CC
285,TS-11430 ,24-07-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Coimbatore International Airport – CJB ,Coimbatore ,Guwahati ,1,AirAsia India ,4031,0,4031,4031,CITI CC
337,SC-20695 ,28-08-2019,Jaipur International Airport – JAI ,Jaipur ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Amritsar ,1,AirAsia India ,2513,0.07,2337,2337,SBI NET BANKING
369,RA-9885 ,26-08-2019,Surat International Airport – STV ,Surat ,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Thiruvananthapuram ,1,AirAsia India ,2545,0.1,2291,2291,HDFC CC
403,JG-15310 ,25-07-2019,Chandigarh International Airport – IXC ,Chandigarh ,Devi Ahilya Bai Holkar Airport – IDR ,Indore ,Calicut ,1,AirAsia India ,3013,0,3013,3013,ICICI CC
408,GK-4620 ,16-08-2019,Coimbatore International Airport – CJB ,Coimbatore ,Kempegowda International Airport – BLR ,Bangalore ,Srinagar ,2,AirAsia India ,2672,0.1,2405,4810,ICICI CC
425,RD-9930 ,04-07-2019,Sri Guru Ram Dass Jee International Airport – ATQ ,Amritsar ,Coimbatore International Airport – CJB ,Coimbatore ,Guwahati ,3,AirAsia India ,3584,0.08,3297,9892,ICICI CC
533,GA-4515 ,06-07-2019,Coimbatore International Airport – CJB ,Coimbatore ,Bagdogra International Airport – IXB ,Siliguri ,Nagpur ,1,AirAsia India ,9849,0,9849,9849,ICICI CC
608,SU-20665 ,03-07-2019,Sheikhul Aalam International Airport – SXR ,Srinagar ,Mangalore International Airport – IXE ,Mangalore ,Varanasi ,6,AirAsia India ,9294,0.03,9015,54091,ICICI CC
610,JC-5775 ,10-09-2019,Chennai International Airport – MAA ,Chennai ,Dabolim Airport – GOI ,Goa ,Goa ,1,AirAsia India ,4032,0.08,3709,3709,SBI NET BANKING
616,AB-600 ,20-08-2019,Visakhapatnam International Airport – VTZ ,Visakhapatnam ,Jaipur International Airport – JAI ,Jaipur ,Goa ,1,AirAsia India ,3229,0.04,3100,3100,IDBI NET BANKING
617,DK-3150 ,17-09-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Thiruvananthapuram International Airport – TRV ,Thiruvananthapuram ,Patna ,1,AirAsia India ,4275,0.01,4232,4232,IDBI NET BANKING
661,TS-11370 ,07-09-2019,Surat International Airport – STV ,Surat ,Indira Gandhi International Airport – DEL ,Delhi ,Nagpur ,1,AirAsia India ,3576,0.05,3397,3397,HDFC CC
766,DB-12970 ,28-08-2019,Chaudhary Charan Singh International Airport – LKO  ,Lucknow ,Jaipur International Airport – JAI ,Jaipur ,Kochi ,1,AirAsia India ,3194,0.02,3130,3130,SBI CC
803,FM-14380 ,09-07-2019,Kannur International Airport – CNN ,Kannur ,Chennai International Airport – MAA ,Chennai ,Delhi ,5,AirAsia India ,3827,0.1,3444,17222,AXIS CC
861,DB-3060 ,23-07-2019,Jay Prakash Narayan International Airport – PAT ,Patna ,Sheikhul Aalam International Airport – SXR ,Srinagar ,Visakhapatnam ,1,AirAsia India ,3603,0.1,3243,3243,SBI CC
865,MP-17470 ,14-08-2019,Dr. Babasaheb Ambedkar International Airport – NAG ,Nagpur ,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Kannur ,1,AirAsia India ,6531,0.1,5878,5878,HDFC CC
873,CA-2310 ,20-07-2019,Cochin International Airport – COK  ,Kochi ,Coimbatore International Airport – CJB ,Coimbatore ,Varanasi ,1,AirAsia India ,3879,0.05,3685,3685,HDFC CC
945,NS-8640 ,14-09-2019,Surat International Airport – STV ,Surat ,Calicut International Airport – CCJ ,Calicut ,Bhubaneswar ,2,AirAsia India ,3854,0.06,3623,7246,SBI CC
951,MD-17860 ,11-08-2019,Dabolim Airport – GOI ,Goa ,Jay Prakash Narayan International Airport – PAT ,Patna ,Kochi ,2,AirAsia India ,4905,0.07,4562,9123,ICICI CC
956,EJ-4155 ,01-07-2019,Pune Airport – PNQ ,Pune ,Chennai International Airport – MAA ,Chennai ,Siliguri ,4,AirAsia India ,2746,0.06,2581,10325,AXIS NET BANKING
989,ND-8460 ,27-08-2019,Chennai International Airport – MAA ,Chennai ,Jaipur International Airport – JAI ,Jaipur ,Thiruvananthapuram ,1,AirAsia India ,3423,0.04,3286,3286,AXIS NET BANKING
1066,SC-10695 ,17-09-2019,Chennai International Airport – MAA ,Chennai ,Kannur International Airport – CNN ,Kannur ,Calicut ,3,AirAsia India ,4497,0.02,4407,13221,SBI CC
1106,MG-17650 ,10-08-2019,Kempegowda International Airport – BLR ,Bangalore ,Biju Patnaik International Airport – BBI ,Bhubaneswar ,Hyderabad ,3,AirAsia India ,3132,0.03,3038,9114,HDFC CC
1117,CB-2025 ,23-09-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Rajiv Gandhi International Airport- HYD ,Hyderabad ,Visakhapatnam ,1,AirAsia India ,4077,0.08,3751,3751,IDBI NET BANKING
1118,CC-2145 ,23-09-2019,Lokpriya Gopinath Bordoloi International Airport – GAU ,Guwahati ,Chhatrapati Shivaji International Airport – BOM ,Mumbai ,Amritsar ,1,AirAsia India ,3063,0,3063,3063,SBI NET BANKING
