CUSTOMER_ID,Company,CARD_REG_DATE,GENDER,Age,RGSTN_TYPE_IND,STATE_CODE,NO_OF_TRIPS,TOWN,CONTACT_PREF,Spent amount
1000033602,CIPLA,04-04-2008,Female,73,Online,NSW,8,bondi,Email,192.36
1000033603,APPOLO,04-04-2008,Female,36,Online,QLD,3,SOUTH HEDLAND,Email,68.29
1000033604,APPOLO,04-04-2008,Male,58,Instore/RF,QLD,6,MT GRAVATT,,195.24
1000033605,RANBAXY,04-04-2008,Female,38,Online,QLD,9,Wulguru,Email,834.94
1000033606,GUARDIAN,04-04-2008,Female,46,Online,QLD,10,toowoomba,Email,670.74
1000033607,APPOLO,04-04-2008,Female,57,Online,QLD,7,Southport,Email,675.91
1000033608,RELEGARE,04-04-2008,Female,69,Phone,WA,3,Mt Gravatt,Phone,172.81
1000033609,RELEGARE,04-04-2008,Female,62,Online,WA,3,Mackenzie,Email,124.02
1000033610,MED +,04-04-2008,Female,54,Online,QLD,3,Parkwood,Email,184.25
1000033611,GUARDIAN,04-04-2008,Female,80,Online,QLD,5,nimbin,Email,117.97
1000033612,APPOLO,04-04-2008,Female,64,Online,WA,4,Carseldine,Email,306.84
1000033613,RELEGARE,04-04-2008,Male,55,Phone,WA,6,Edmonton,Phone,259.81
1000033614,RANBAXY,04-04-2008,Female,59,Phone,WA,13,KANIMBLA,,817.59
1000033615,RELEGARE,04-04-2008,Female,47,Online,WA,1,edmonton,,60.57
1000033616,APPOLO,04-04-2008,Female,53,Online,WA,13,Zillmere,,537.26
1000033617,GSK,04-04-2008,Female,35,Instore/RF,QLD,1,SUCCESS,,51.52
1000033618,GENO,04-04-2008,Male,50,Online,QLD,5,Woodvale,Email,73.5
1000033619,MED +,04-04-2008,Female,43,Online,WA,3,Boondall,Email,42.51
1000033620,RELEGARE,04-04-2008,Male,46,Online,WA,7,Taigum,Email,505.79
1000033621,APPOLO,04-04-2008,Male,30,Online,QLD,3,perth,Email,230.73
1000033622,APPOLO,04-04-2008,Female,43,Online,WA,1,Leschenault,Email,104.14
1000033623,MED +,04-04-2008,Female,66,Online,QLD,1,Embleton,Email,25.86
1000033624,RELEGARE,04-04-2008,Female,40,Online,QLD,4,Busselton,Email,818.23
1000033625,DR.REDDYS,04-04-2008,Female,56,Online,QLD,2,Wembley Downs,Email,180.04
1000033626,RANBAXY,04-04-2008,Female,64,Online,QLD,3,rothwell,Email,190.2
1000033627,APPOLO,04-04-2008,Female,50,Online,QLD,7,mackay,Email,558.52
1000033628,APPOLO,04-04-2008,Male,87,Online,QLD,3,Carlisle,,132.46
1000033629,DR.REDDYS,04-04-2008,Male,53,Online,QLD,1,Clarkson,Email,34.24
1000033630,GUARDIAN,04-04-2008,Male,50,Online,QLD,2,Sarina Beach,,83.44
1000033631,GUARDIAN,04-04-2008,Male,71,Online,QLD,6,Hazelmere,Email,313.76
1000033632,GSK,04-04-2008,Male,74,Online,QLD,8,WARNER,Email,726.88
1000033633,GSK,04-04-2008,Male,72,Online,QLD,3,Eimeo,Email,487.91
1000033634,GENO,04-04-2008,Female,42,Online,QLD,4,Mackay,,39.44
1000033635,DR.REDDYS,04-04-2008,Female,66,Online,QLD,1,GLADSTONE,,27.4
1000033636,CIPLA,04-04-2008,Female,47,Online,QLD,1,Mackay,Email,55.37
1000033637,DR.REDDYS,04-04-2008,Male,57,Phone,QLD,25,GLADSTONE,,388.99
1000033638,RANBAXY,04-04-2008,Female,66,Online,QLD,1,Upper Kedron,Email,200.34
1000033639,MED +,04-04-2008,Female,53,Online,QLD,2,Ambrose,Email,21.66
1000033640,CIPLA,04-04-2008,Female,62,Online,QLD,4,Caliope,Email,246.37
1000033641,GUARDIAN,04-04-2008,Female,38,Instore/RF,QLD,1,OORALEA,Phone,49.77
1000033642,MED +,04-04-2008,Female,52,Online,QLD,5,Birkdale,Email,261.65
1000033643,GSK,04-04-2008,Female,69,Online,QLD,4,Alexandra Hills,Email,119.04
1000033644,MED +,04-04-2008,Female,58,Instore/RF,QLD,1,WALKERSTON,Phone,17.72
1000033645,CIPLA,04-04-2008,Male,44,Instore/RF,WA,1,SOUTH MACKAY,Phone,41.54
1000033646,RELEGARE,04-04-2008,Female,61,Online,VIC,7,Taigum,Email,448.51
1000033647,DR.REDDYS,04-04-2008,Male,71,Online,VIC,5,Upper Kedron,Email,143.84
1000033648,RANBAXY,04-04-2008,Female,37,Instore/RF,QLD,12,MACKAY,Phone,348.88
1000033649,RELEGARE,04-04-2008,Female,39,Online,VIC,7,mackay,Email,366.83
1000033650,GENO,04-04-2008,Female,45,Online,QLD,11,Buddina,Email,966.8
1000033651,GSK,04-04-2008,Female,66,Online,QLD,1,Warner,Email,19.54
1000033652,APPOLO,04-04-2008,Female,61,Online,QLD,3,Edmonton,Email,217.87
1000033653,DR.REDDYS,04-04-2008,Male,71,Online,QLD,1,Lake Placid,Email,76.9
1000033654,MED +,09-04-2008,Female,65,Online,QLD,2,embleton,,73.29
1000033655,DR.REDDYS,09-04-2008,Female,64,Online,QLD,1,Yarra Junction,Email,8.54
1000033656,CIPLA,09-04-2008,Female,40,Phone,QLD,6,Cobram,Phone,116.48
1000033657,DR.REDDYS,09-04-2008,Female,52,Online,QLD,9,Morningside,Email,666.64
1000033658,GENO,09-04-2008,Female,39,Online,VIC,7,COBRAM,,418.12
1000033659,APPOLO,09-04-2008,Male,46,Online,NSW,5,camp hill,,202.14
1000033660,MED +,09-04-2008,Unisex,62,Online,VIC,9,Holland Park East,Email,127.11
1000033661,GSK,09-04-2008,Female,50,Online,QLD,1,Wakerley,Email,25.16
1000033662,MED +,09-04-2008,Female,41,Online,VIC,7,Mt Gravatt,,97.54
1000033663,GUARDIAN,09-04-2008,Male,45,Online,VIC,2,Mansfield,Email,85.95
1000033664,GENO,09-04-2008,Female,44,Online,VIC,5,Witheren,Email,123.13
1000033665,MED +,09-04-2008,Male,65,Online,VIC,12,Camp Hill,Email,273.5
1000033666,DR.REDDYS,09-04-2008,Female,58,Online,VIC,3,southport business ce,,202.58
1000033667,MED +,09-04-2008,Female,45,Online,VIC,7,FITZROY NORTH,Email,505.29
1000033668,GENO,09-04-2008,Male,66,Online,QLD,1,Woongarrah,Email,18.41
1000033669,GUARDIAN,09-04-2008,Male,64,Instore/RF,QLD,13,BROOKLINE,Phone,322.86
1000033670,DR.REDDYS,09-04-2008,Female,77,Online,VIC,4,Clayfield,Email,257.14
1000033671,DR.REDDYS,09-04-2008,Female,63,Online,VIC,2,Cobram,Email,296.15
1000033672,RELEGARE,09-04-2008,Male,80,Phone,QLD,4,COBRAM,,363.74
1000033673,RELEGARE,09-04-2008,Female,81,Online,NSW,1,altona north,Email,16.59
1000033674,MED +,09-04-2008,Female,37,Online,QLD,4,NATHALIA,Email,343.92
1000033675,DR.REDDYS,09-04-2008,Female,66,Online,VIC,2,Launching Place,Email,124.71
1000033676,MED +,09-04-2008,Female,67,Online,VIC,4,strathmerton,,222.73
1000033677,APPOLO,09-04-2008,Male,58,Online,VIC,1,Tugun,,20.8
1000033678,CIPLA,09-04-2008,Female,62,Online,QLD,2,VICTORIA POINT,Email,163.86
1000033679,RANBAXY,09-04-2008,Male,75,Online,QLD,4,Cobram,Email,127.51
1000033680,DR.REDDYS,09-04-2008,Male,48,Phone,VIC,1,Yarroweyah,Phone,26.55
1000033681,DR.REDDYS,09-04-2008,Male,74,Online,VIC,3,CLEVELAND,Email,224.08
1000033682,CIPLA,09-04-2008,Male,70,Online,VIC,3,Tocumwal,Email,108.08
1000033683,GUARDIAN,09-04-2008,Male,44,Online,VIC,1,annerley,Email,21.94
1000033684,GSK,09-04-2008,Female,66,Online,VIC,12,Cranbourne East,Email,747.23
1000033685,GUARDIAN,09-04-2008,Male,68,Online,VIC,1,Cranbourne,Email,31.16
1000033686,APPOLO,09-04-2008,Male,38,Online,VIC,6,Sandhurst,Email,391.79
1000033687,DR.REDDYS,09-04-2008,Male,74,Online,VIC,4,Springwood,Email,249.77
1000033688,GSK,09-04-2008,Female,34,Online,VIC,2,Drewvale,,62.49
1000033689,GUARDIAN,09-04-2008,Male,32,Online,VIC,3,cranbouirne,Email,460.33
1000033690,GSK,09-04-2008,Male,72,Online,VIC,5,pearcedale,Email,732.07
1000033691,RELEGARE,09-04-2008,Male,52,Online,VIC,1,Frankston,Email,7.3
1000033692,APPOLO,09-04-2008,Female,66,Phone,VIC,10,EPPING,,333.27
1000033693,CIPLA,09-04-2008,Female,65,Online,VIC,10,CAROLINE SPRINGS,Email,280.23
1000033694,RELEGARE,09-04-2008,Female,84,Online,VIC,1,Surrey Hills North,Email,22.04
1000033695,RANBAXY,09-04-2008,Female,43,Phone,VIC,1,CROYDON,,9.09
1000033696,CIPLA,09-04-2008,Male,44,Online,VIC,2,Croydon South,Email,235.4
1000033697,MED +,09-04-2008,Female,75,Online,VIC,1,Taylors Lakes,Email,47.42
1000033698,GSK,09-04-2008,Male,49,Online,VIC,7,Dingley Village,Email,211.06
1000033699,DR.REDDYS,09-04-2008,Female,34,Online,VIC,1,Brighton East,Email,19.57
1000033700,GSK,09-04-2008,Male,58,Online,VIC,4,Caulfield South,Email,513.03
1000033701,GENO,09-04-2008,Female,72,Online,VIC,3,Bentleigh,Email,148.64
1000033702,GSK,09-04-2008,Female,73,Online,VIC,7,Ocean Grove,Email,604.47
1000033703,GENO,09-04-2008,Female,50,Online,QLD,2,surrey hills,Email,183.24
1000033704,RELEGARE,09-04-2008,Female,61,Online,NSW,2,Hawthorn East,Email,96.27
1000033705,APPOLO,09-04-2008,Male,61,Online,ACT,6,Millgrove,Email,524.81
1000033706,MED +,09-04-2008,Male,37,Online,QLD,3,brighton east,Email,497.39
1000033707,DR.REDDYS,09-04-2008,Female,45,Online,VIC,3,Ormond,,190.64
1000033708,APPOLO,09-04-2008,Female,30,Online,VIC,6,South Yarra,Email,1017.72
1000033709,RELEGARE,09-04-2008,Female,83,Online,NSW,3,Surrey Hills,Email,361.69
1000033710,APPOLO,09-04-2008,Male,53,Online,QLD,11,Essendon,Email,208.67
1000033711,CIPLA,09-04-2008,Female,69,Instore/RF,VIC,4,BONBEACH,Phone,334.91
1000033712,GUARDIAN,09-04-2008,Female,52,Online,QLD,1,Melbourne,Email,34.56
1000033713,RANBAXY,09-04-2008,Male,63,Online,NSW,3,Croydon,Email,86.31
1000033714,RANBAXY,09-04-2008,Male,53,Online,NSW,12,Anglesea,Email,487.22
1000033715,MED +,09-04-2008,Female,52,Instore/RF,NSW,3,NOBLE PARK NTH,Phone,96.35
1000033716,GSK,09-04-2008,Female,73,Online,NSW,3,williamstown,Email,102.69
1000033717,GSK,09-04-2008,Male,34,Online,VIC,1,chelsea,Email,63.35
1000033718,GSK,09-04-2008,Female,48,Instore/RF,NSW,14,TOOLEYBUC,Phone,366.1
1000033719,RELEGARE,09-04-2008,Male,77,Online,NSW,3,morwell,Email,260.08
1000033720,RANBAXY,09-04-2008,Female,86,Online,VIC,1,springvale,,162.73
1000033721,GSK,09-04-2008,Female,62,Online,NSW,1,Chirnside Park,Email,134.75
1000033722,GENO,09-04-2008,Female,88,Online,NSW,4,BEVERFORD,Email,224.39
1000033723,GENO,09-04-2008,Female,57,Instore/RF,NSW,9,BALRANALD,Phone,208.1
1000033724,DR.REDDYS,09-04-2008,Male,43,Online,NSW,4,Stonyford,Email,372.08
1000033725,RELEGARE,09-04-2008,Female,70,Online,QLD,2,barrongarook,,55.52
1000033726,APPOLO,09-04-2008,Female,42,Online,VIC,10,Kialla,Email,179.11
1000033727,DR.REDDYS,09-04-2008,Male,83,Instore/RF,QLD,4,SWAN HILL,Phone,177
1000033728,MED +,09-04-2008,Female,67,Instore/RF,WA,4,SWAN HILL,Phone,266.41
1000033729,RANBAXY,09-04-2008,Female,62,Instore/RF,SA,4,KORLEIGH,Phone,70.99
1000033730,RELEGARE,09-04-2008,Male,67,Online,QLD,10,Croydon,Email,545.01
1000033731,DR.REDDYS,09-04-2008,Female,50,Instore/RF,WA,7,COLAC,Phone,237.39
1000033732,GUARDIAN,09-04-2008,Male,48,Online,NSW,7,nyah,Email,704.19
1000033733,MED +,09-04-2008,Female,84,Online,QLD,4,TARADALE,Email,334.03
1000033734,CIPLA,09-04-2008,Female,63,Online,NT,1,croydon,Email,21.98
1000033735,CIPLA,09-04-2008,Male,85,Instore/RF,NSW,3,MELTON,Phone,108.81
1000033736,DR.REDDYS,09-04-2008,Female,53,Online,QLD,7,Melton,Email,364.91
1000033737,GENO,09-04-2008,Female,60,Online,NSW,2,Melton Sth,Email,164.36
1000033738,GSK,09-04-2008,Female,77,Instore/RF,SA,4,MELTON STH,Phone,112.94
1000033739,APPOLO,09-04-2008,Male,74,Online,NSW,2,heathcote junction,Email,27.45
1000033740,GUARDIAN,09-04-2008,Male,46,Online,VIC,11,melton west,,402.83
1000033741,GUARDIAN,09-04-2008,Female,39,Online,QLD,1,Melton West,Email,36.07
1000033742,RELEGARE,09-04-2008,Female,31,Online,NSW,9,Wallan,Email,335.71
1000033743,RANBAXY,09-04-2008,Female,41,Online,SA,1,Kilmore,Email,68.86
1000033744,GENO,09-04-2008,Female,59,Online,NSW,9,MELTON,Email,353.19
1000033745,RANBAXY,09-04-2008,Female,41,Online,VIC,1,Kilmore,Email,43.01
1000033746,GUARDIAN,09-04-2008,Female,58,Online,QLD,1,Ocean Grove,Email,47.83
1000033747,GENO,09-04-2008,Female,71,Instore/RF,NSW,4,shepparton,Phone,179.34
1000033748,GSK,09-04-2008,Male,79,Online,NSW,16,Shepparton,,304.94
1000033749,GUARDIAN,09-04-2008,Male,69,Instore/RF,NSW,7,MOOROOPNA,Phone,581.14
1000033750,APPOLO,09-04-2008,Female,86,Phone,SA,3,MULWALA,,486.48
1000033751,GUARDIAN,09-04-2008,Female,47,Online,NSW,8,Yarrawonga,Email,665.45
1000033752,CIPLA,09-04-2008,Male,73,Online,VIC,1,ardeer,Email,58.27
1000033753,MED +,09-04-2008,Female,77,Online,VIC,3,Romsey,Email,41.38
1000033754,CIPLA,09-04-2008,Female,48,Online,QLD,5,Moolap,Email,689.18
1000033755,DR.REDDYS,09-04-2008,Male,74,Online,NSW,33,Hamlyn Height,Email,1664.18
1000033756,MED +,09-04-2008,Female,57,Online,SA,4,east geelong,,569.29
1000033757,RANBAXY,09-04-2008,Female,46,Instore/RF,NSW,5,sunshine west,Phone,269.65
1000033758,GSK,09-04-2008,Male,44,Online,WA,1,albion,Email,188.87
1000033759,APPOLO,09-04-2008,Male,70,Online,NSW,4,Yarrawonga,Email,63.88
1000033760,DR.REDDYS,09-04-2008,Female,55,Online,NSW,2,wallan,Email,100.93
1000033761,DR.REDDYS,09-04-2008,Female,79,Online,QLD,12,East Geelong,Email,1224.83
1000033762,DR.REDDYS,09-04-2008,Male,67,Online,NSW,3,altona,Email,148.56
1000033763,MED +,09-04-2008,Female,41,Online,NSW,21,Werribee,,607.06
1000033764,RELEGARE,09-04-2008,Male,71,Online,SA,7,Woorinen South,Email,461.35
1000033765,DR.REDDYS,09-04-2008,Female,59,Online,VIC,2,Werribee,Email,84.59
1000033766,MED +,09-04-2008,Female,50,Online,NSW,1,Werribee,Email,31.22
1000033767,GSK,09-04-2008,Female,62,Online,NSW,4,Newborough,Email,324.16
1000033768,GENO,09-04-2008,Female,38,Online,NSW,17,Werribee,Email,622.01
1000033769,RELEGARE,09-04-2008,Female,57,Online,NSW,4,Tungamah,Email,503.25
1000033770,MED +,09-04-2008,Female,47,Online,NSW,10,Melton South,Email,429.5
1000033771,CIPLA,09-04-2008,Male,91,Phone,NSW,4,Bucchus March,Phone,161.26
1000033772,GUARDIAN,09-04-2008,Female,62,Online,NSW,3,yarrawonga,Email,220.72
1000033773,GSK,09-04-2008,Female,56,Online,NSW,1,Werribee,Email,116.51
1000033774,APPOLO,09-04-2008,Female,83,Phone,VIC,19,Yarrawonga,Phone,863.2
1000033775,GENO,09-04-2008,Male,84,Instore/RF,VIC,1,MOE,,7.79
1000033776,DR.REDDYS,09-04-2008,Female,51,Online,NSW,6,Newborough,Email,332.16
1000033777,CIPLA,09-04-2008,Male,73,Phone,NSW,10,Moe,Phone,508.17
1000033778,GUARDIAN,09-04-2008,Male,52,Instore/RF,NSW,4,CARINDALE,,376.68
1000033779,GUARDIAN,09-04-2008,Female,50,Online,NSW,2,lalor,Email,71.79
1000033780,CIPLA,09-04-2008,Female,71,Online,NSW,1,EPPING,Email,14.75
1000033781,CIPLA,09-04-2008,Male,84,Online,NSW,7,San Remo,,204.45
1000033782,GSK,09-04-2008,Female,32,Online,NSW,1,Nyora,Email,137.58
1000033783,GUARDIAN,09-04-2008,Female,71,Online,VIC,3,Mitcham,Email,114.47
1000033784,GENO,09-04-2008,Male,50,Online,VIC,1,Cranbourne North,Email,50.17
1000033785,RELEGARE,09-04-2008,Female,61,Online,ACT,2,West Brubswick,Email,74.02
1000033786,DR.REDDYS,09-04-2008,Male,80,Online,NSW,4,Cranbourne,,339.09
1000033787,CIPLA,09-04-2008,Female,32,Online,VIC,1,cranbourne,Email,8.07
1000033788,RANBAXY,09-04-2008,Female,78,Online,QLD,7,Glen Waverley,Email,772.24
1000033789,DR.REDDYS,09-04-2008,Male,48,Online,QLD,3,DANDENONG,Email,95.53
1000033790,RELEGARE,09-04-2008,Female,48,Online,WA,7,Sunshine North,Email,479.44
1000033791,CIPLA,09-04-2008,Female,51,Online,NT,3,Cranbourne East,Email,136.06
1000033792,DR.REDDYS,09-04-2008,Female,53,Online,SA,8,cranbourne north,Email,315.62
1000033793,CIPLA,09-04-2008,Male,73,Online,SA,1,Glen Waverley,Email,39.61
1000033794,MED +,09-04-2008,Female,61,Online,NT,1,Cranbourne,Email,26.28
1000033795,GENO,09-04-2008,Female,82,Online,NT,6,MITCHAM,Email,261.23
1000033796,APPOLO,09-04-2008,Female,74,Online,SA,4,Noble Park,,206.7
1000033797,MED +,09-04-2008,Male,34,Online,NT,9,Glen Waverley,Email,482.37
1000033798,APPOLO,09-04-2008,Male,64,Phone,SA,1,BRUNSWICK WEST,,55.63
1000033799,DR.REDDYS,09-04-2008,Female,59,Online,SA,3,Adelaide Lead,Email,235.69
1000033800,DR.REDDYS,09-04-2008,Male,63,Online,VIC,2,wesr brunswick,Email,110.91
1000033801,MED +,09-04-2008,Male,68,Online,SA,11,Brunswick,Email,498.67
1000033802,DR.REDDYS,09-04-2008,Female,86,Instore/RF,SA,2,NORTH SUNSHINE,Phone,71.08
1000033803,RANBAXY,09-04-2008,Female,76,Instore/RF,SA,3,AVOCA,Phone,697.58
1000033804,RANBAXY,09-04-2008,Female,66,Online,SA,1,Laanecoorie,Email,5.98
1000033805,GUARDIAN,09-04-2008,Female,48,Online,SA,4,west brunswick,Email,305.74
1000033806,CIPLA,09-04-2008,Male,52,Online,SA,5,Warnbro,Email,172.79
1000033807,MED +,09-04-2008,Male,61,Online,SA,3,Table Top,Email,152.71
1000033808,GENO,09-04-2008,Male,57,Online,SA,3,SUNSHINE,Email,361.06
1000033809,GENO,09-04-2008,Male,42,Online,NSW,5,Sunshine,Email,263.15
1000033810,RANBAXY,09-04-2008,Female,75,Online,VIC,1,East Albury,Email,4.48
1000033811,RANBAXY,09-04-2008,Female,83,Instore/RF,SA,3,MARYBOROUGH,Phone,139.31
1000033812,GENO,09-04-2008,Female,52,Online,SA,1,Wattle Grove,Email,34.85
1000033813,GENO,09-04-2008,Female,48,Online,SA,1,Balga,Email,76.37
1000033814,RELEGARE,09-04-2008,Female,49,Online,SA,1,wanneroo,Email,41.92
1000033815,GENO,09-04-2008,Male,51,Online,SA,1,Port Kennedy,Email,46.75
1000033816,APPOLO,09-04-2008,Female,46,Online,SA,2,Kingsley,Email,171.07
1000033817,CIPLA,09-04-2008,Female,39,Online,SA,1,swan view,Email,39.2
1000033818,GENO,09-04-2008,Female,67,Online,SA,7,The Vines,Email,380.17
1000033819,CIPLA,09-04-2008,Female,40,Online,SA,4,Ringwood Est,Email,165.44
1000033820,APPOLO,09-04-2008,Female,49,Online,SA,3,Currambine,Email,90.39
1000033821,CIPLA,09-04-2008,Male,42,Online,NT,2,Clarkson,Email,96.99
1000033822,CIPLA,09-04-2008,Female,49,Instore/RF,WA,3,WAURN PONDS,Phone,133.92
1000033823,DR.REDDYS,09-04-2008,Female,64,Online,QLD,3,Wandana Heights,Email,80.99
1000033824,RANBAXY,09-04-2008,Male,62,Online,NT,4,GEELONG,Email,280.79
1000033825,MED +,09-04-2008,Male,33,Online,NT,4,Highton,Email,197.41
1000033826,GSK,09-04-2008,Female,37,Online,NSW,2,Bayswater,Email,610.7
1000033827,GENO,09-04-2008,Male,31,Online,WA,4,Bertram,Email,418.12
1000033828,GENO,09-04-2008,Female,84,Online,WA,2,Bayswater,,90.75
1000033829,DR.REDDYS,09-04-2008,Male,48,Online,SA,5,South Yarra,Email,202.58
1000033830,GENO,09-04-2008,Female,52,Instore/RF,SA,14,CAULFIELD,Phone,587.86
1000033831,GSK,09-04-2008,Female,60,Online,WA,5,boronia,Email,142.99
1000033832,APPOLO,09-04-2008,Male,45,Online,WA,1,Caulfield North,Email,12.17
1000033833,RANBAXY,09-04-2008,Female,48,Online,WA,4,Glen Iris,Email,116.83
1000033834,GSK,09-04-2008,Female,52,Online,WA,1,Highton,Email,44.31
1000033835,MED +,09-04-2008,Female,68,Online,WA,5,Lilydale,Email,182.41
1000033836,DR.REDDYS,09-04-2008,Female,61,Online,WA,7,craigieburn,Email,272
1000033837,DR.REDDYS,09-04-2008,Male,51,Online,WA,7,craigieburn,,195.4
1000033838,RELEGARE,09-04-2008,Female,53,Online,WA,1,Echuca,Email,61.26
1000033839,APPOLO,09-04-2008,Female,60,Online,WA,2,Ocean Grove,Email,200.13
1000033840,GUARDIAN,09-04-2008,Male,54,Online,WA,4,mooroolbark,Email,708.58
1000033841,APPOLO,09-04-2008,Female,61,Online,WA,11,Newtown,Email,283.6
1000033842,CIPLA,09-04-2008,Female,75,Instore/RF,WA,2,MOAMA,Phone,83.07
1000033843,RANBAXY,09-04-2008,Female,44,Instore/RF,WA,5,MOAMA,Phone,269.7
1000033844,APPOLO,10-04-2008,Male,82,Online,WA,4,paradise point,Email,139.96
1000033845,DR.REDDYS,10-04-2008,Female,46,Online,WA,1,pacific pines,Email,28.8
1000033846,CIPLA,10-04-2008,Female,67,Online,WA,2,THORNLANDS,,34.02
1000033847,GUARDIAN,10-04-2008,Female,46,Online,WA,2,Oxenford,Email,83.06
1000033848,RELEGARE,10-04-2008,Male,67,Online,WA,5,Pacific Pines,Email,1054.47
1000033849,GENO,10-04-2008,Female,52,Online,WA,1,Oxenford,Email,23.39
1000033850,RANBAXY,10-04-2008,Female,60,Online,WA,10,Coomera Waters,Email,1079.58
1000033851,DR.REDDYS,10-04-2008,Female,80,Online,WA,1,smithfield,Email,30.71
1000033852,RANBAXY,10-04-2008,Female,50,Online,WA,5,Paradise Point,Email,410.62
1000033853,GUARDIAN,10-04-2008,Female,65,Online,WA,1,Victoria Point,Email,114.43
1000033854,GSK,10-04-2008,Female,72,Instore/RF,WA,1,COOMBABAH,,35.5
1000033855,RELEGARE,10-04-2008,Male,65,Online,WA,4,kilsyth,Email,313.06
1000033856,GENO,10-04-2008,Female,56,Online,WA,3,Upper Coomera,Email,348.25
1000033857,MED +,10-04-2008,Female,71,Online,WA,2,Runaway Bay,Email,43.26
1000033858,MED +,10-04-2008,Female,40,Online,WA,2,eaton,Email,71.64
1000033859,DR.REDDYS,10-04-2008,Female,56,Online,WA,5,Denmark,,372.43
1000033860,GENO,10-04-2008,Male,81,Instore/RF,WA,3,ROCKINGHAM,Phone,288.9
1000033861,MED +,10-04-2008,Male,76,Online,WA,1,Robina,Email,48.98
1000033862,DR.REDDYS,10-04-2008,Male,84,Instore/RF,WA,1,BRISBANE,Phone,5.68
1000033863,DR.REDDYS,10-04-2008,Female,82,Online,WA,2,Kingscliff,,43.89
1000033864,RANBAXY,10-04-2008,Female,41,Online,WA,2,Rockingham,Email,58.54
1000033865,CIPLA,10-04-2008,Female,70,Online,WA,2,waikiki,Email,63.46
1000033866,GSK,10-04-2008,Female,36,Online,WA,1,RUNAWAY BAY,Email,80.9
1000033867,CIPLA,10-04-2008,Female,40,Online,WA,10,Robina,Email,299.17
1000033868,RANBAXY,10-04-2008,Female,59,Online,WA,2,mudgeeraba,Email,177.25
1000033869,RANBAXY,10-04-2008,Female,66,Online,WA,1,Runaway Bay,,31.54
1000033870,DR.REDDYS,10-04-2008,Female,54,Online,WA,9,Lathlain,Email,565.24
1000033871,RANBAXY,10-04-2008,Male,61,Online,WA,1,Mudgeeraba,Email,38.85
1000033872,APPOLO,10-04-2008,Female,42,Online,WA,2,mount cotton,Email,271.48
1000033873,GUARDIAN,10-04-2008,Female,74,Online,SA,4,pacific paradise,Email,132.85
1000033874,GUARDIAN,10-04-2008,Female,73,Online,WA,3,bARGARA,Email,30.97
1000033875,GUARDIAN,10-04-2008,Male,61,Online,WA,21,yandina,Email,621.28
1000033876,RELEGARE,10-04-2008,Female,56,Online,WA,7,Redland Bay,,479.86
1000033877,MED +,10-04-2008,Female,76,Instore/RF,WA,1,atherton,Email,31.39
1000033878,RANBAXY,10-04-2008,Female,69,Online,WA,2,Atherton,Email,90.53
1000033879,CIPLA,10-04-2008,Female,72,Online,WA,3,Gordonvale,Email,54.11
1000033880,MED +,10-04-2008,Female,49,Online,WA,2,Victoria Point,Email,290.98
1000033881,CIPLA,10-04-2008,Female,65,Online,WA,2,Earlville,Email,85.94
1000033882,GSK,10-04-2008,Female,58,Online,WA,1,ballina,Email,11.61
1000033883,RANBAXY,10-04-2008,Female,64,Online,WA,10,Main Beach,Email,675.86
1000033884,RANBAXY,10-04-2008,Male,57,Online,WA,1,Ballina,Email,18.61
1000033885,RANBAXY,10-04-2008,Female,55,Instore/RF,WA,5,ravenshoe,Mail,213.83
1000033886,DR.REDDYS,10-04-2008,Female,89,Online,WA,5,Lennox Head,Email,273.54
1000033887,GSK,10-04-2008,Female,52,Online,WA,1,Lennox Head,Email,29.85
1000033888,GENO,10-04-2008,Male,47,Online,WA,4,Highland Park,Email,179.9
1000033889,APPOLO,10-04-2008,Male,71,Online,WA,1,LENNOX HEAD,,32.31
1000033890,RANBAXY,10-04-2008,Female,71,Online,WA,2,Ballina,Email,33.89
1000033891,DR.REDDYS,10-04-2008,Male,81,Online,WA,1,innes park,Email,46.42
1000033892,RELEGARE,10-04-2008,Female,81,Online,WA,6,Woodgate Beach,Email,251.09
1000033893,DR.REDDYS,10-04-2008,Female,40,Online,WA,9,Townsville,Email,694.15
1000033894,RANBAXY,10-04-2008,Male,81,Phone,WA,4,innes park,Phone,135.86
1000033895,RELEGARE,10-04-2008,Male,74,Online,WA,11,evans head,Email,412.79
1000033896,DR.REDDYS,10-04-2008,Female,67,Phone,WA,2,TUCKOMBIL,,146.23
1000033897,GSK,10-04-2008,Female,63,Online,WA,1,Bargara,Email,40.28
1000033898,GUARDIAN,10-04-2008,Female,69,Online,WA,1,North Sydney,Email,83.04
1000033899,GSK,10-04-2008,Female,36,Online,WA,2,Bargara,Email,132.5
1000033900,RELEGARE,10-04-2008,Female,65,Phone,WA,1,Babinda,Phone,93.28
1000033901,APPOLO,10-04-2008,Female,42,Online,WA,5,capalaba,Email,141.42
1000033902,APPOLO,10-04-2008,Female,36,Instore/RF,WA,10,atherton,Mail,1373.86
1000033903,DR.REDDYS,10-04-2008,Female,59,Instore/RF,WA,6,CLEVELAND,Phone,309.53
1000033904,MED +,10-04-2008,Female,69,Instore/RF,WA,2,THORNLANDS,Phone,225.36
1000033905,GENO,10-04-2008,Female,56,Phone,WA,2,herberton,Phone,113.39
1000033906,CIPLA,10-04-2008,Female,73,Online,NSW,1,ashmore city,Email,78.68
